For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,For Nîmes_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,For Nîmes_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,0,19,6,31.6,0.0,0.0,17.0,0.0,0,0,2.0,2.0,0.11,-2.0,-2.0,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,6,3,3,50.0,0,2.3,-0.7,0,0,0,0,5.0,20.0,25.0,34.0,3.0,44.1,38.6,8.0,62.5,42.5,12.0,1.0,8.3,0.0,3.7,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,318.0,393.0,80.9,5902.0,1978.0,149.0,164.0,90.9,119.0,137.0,86.9,46.0,77.0,59.7,0,1.5,0.7,16.0,14.0,5.0,1.0,32.0,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,393.0,345.0,47.0,16.0,0.0,4.0,22,12.0,7.0,3.0,3.0,0.0,318.0,1.0,4.0,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,33.0,25.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,15.0,7,9.0,2.0,4.0,8.0,14.0,57.1,6.0,7.0,2.0,5.0,21,36,7.0,2.0,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,34.0,508.0,56.0,178.0,209.0,126.0,32.0,508.0,27.0,11.0,40.7,16.0,59.3,314.0,1727.0,889.0,25.0,17.0,13.0,14.0,5.0,315.0,32.0,Match Report,2021-02-03,21:00 (12:00),Ligue 1,Matchweek 23,Wed,Away,L,0.0,3.0,Paris S-G,1,0,0,11,13,1,22,21,7,0.0,0.0,0,42.0,4.0,13.0,23.5,Match Report
2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,3,9,4,44.4,0.33,0.75,15.4,2.0,0,0,1.4,1.4,0.16,1.6,1.6,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,5,4,1,20.0,0,2.2,-1.8,0,0,0,0,3.0,9.0,33.3,46.0,3.0,10.9,27.3,7.0,57.1,39.0,14.0,0.0,0.0,0.0,,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,363.0,456.0,79.6,6974.0,2668.0,125.0,146.0,85.6,196.0,216.0,90.7,37.0,75.0,49.3,1,1.0,1.5,5.0,18.0,5.0,2.0,24.0,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,456.0,405.0,51.0,16.0,0.0,5.0,15,18.0,5.0,3.0,0.0,0.0,363.0,0.0,8.0,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,17.0,10.0,0.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,23.0,15,11.0,10.0,2.0,14.0,23.0,60.9,9.0,6.0,3.0,3.0,20,43,18.0,1.0,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,44.0,559.0,71.0,289.0,204.0,70.0,13.0,559.0,14.0,9.0,64.3,5.0,35.7,260.0,1271.0,545.0,5.0,2.0,2.0,12.0,14.0,360.0,24.0,Match Report,2021-02-07,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Home,L,3.0,4.0,Monaco,1,0,0,12,16,0,15,20,15,0.0,0.0,0,49.0,12.0,12.0,50.0,Match Report
2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,1,9,3,33.3,0.11,0.33,,,0,0,,,,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,8,3,5,62.5,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,,,,,,,13,,,,,,,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,,,,,,,,,,,,,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,,10,,,,,,,,,,,17,0,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-02-10,17:00 (08:00),Coupe de France,Round of 64,Wed,Home,L,1.0,3.0,Nice,0,0,0,9,12,0,13,17,10,,,0,,,,,Match Report
2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,2,8,4,50.0,0.25,0.5,14.7,0.0,0,0,1.7,1.7,0.22,0.3,0.3,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,3,0,3,100.0,1,0.4,0.4,0,0,0,0,7.0,31.0,22.6,40.0,1.0,50.0,39.4,12.0,91.7,59.3,12.0,1.0,8.3,1.0,14.0,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,379.0,516.0,73.4,6598.0,2436.0,179.0,214.0,83.6,139.0,169.0,82.2,43.0,93.0,46.2,2,1.7,1.5,6.0,20.0,8.0,1.0,36.0,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,516.0,455.0,57.0,17.0,1.0,5.0,8,27.0,0.0,0.0,0.0,0.0,379.0,4.0,10.0,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,12.0,7.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,22.0,15,5.0,14.0,3.0,10.0,22.0,45.5,12.0,11.0,0.0,11.0,6,28,21.0,0.0,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,50.0,623.0,62.0,204.0,300.0,126.0,17.0,623.0,18.0,14.0,77.8,4.0,22.2,347.0,1638.0,815.0,13.0,10.0,3.0,15.0,11.0,375.0,35.0,Match Report,2021-02-14,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Away,W,2.0,0.0,Dijon,1,0,0,13,17,4,8,6,15,0.0,0.0,0,60.0,19.0,29.0,39.6,Match Report
2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,2,8,3,37.5,0.25,0.67,20.4,0.0,0,0,0.4,0.4,0.04,1.6,1.6,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,4,0,4,100.0,1,1.0,1.0,0,0,0,0,9.0,27.0,33.3,30.0,4.0,63.3,48.0,8.0,100.0,60.6,26.0,3.0,11.5,1.0,8.7,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,205.0,292.0,70.2,3677.0,1754.0,103.0,119.0,86.6,61.0,79.0,77.2,28.0,71.0,39.4,2,0.3,0.2,7.0,14.0,7.0,1.0,24.0,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,292.0,246.0,45.0,13.0,0.0,4.0,9,17.0,6.0,2.0,3.0,0.0,205.0,1.0,5.0,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,11.0,7.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,25.0,19,14.0,9.0,2.0,17.0,27.0,63.0,10.0,9.0,3.0,6.0,11,36,30.0,0.0,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,29.0,410.0,67.0,186.0,137.0,95.0,22.0,410.0,12.0,9.0,75.0,3.0,25.0,230.0,1178.0,621.0,17.0,10.0,8.0,18.0,11.0,203.0,24.0,Match Report,2021-02-21,15:00 (06:00),Ligue 1,Matchweek 26,Sun,Home,W,2.0,0.0,Bordeaux,0,0,0,10,11,1,9,11,19,0.0,0.0,0,45.0,11.0,12.0,47.8,Match Report
2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,1,6,1,16.7,0.0,0.0,25.8,0.0,1,1,1.0,0.2,0.04,0.0,-0.2,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,3,0,3,100.0,1,0.3,0.3,0,0,0,0,8.0,17.0,47.1,31.0,4.0,45.2,38.3,11.0,27.3,29.9,21.0,0.0,0.0,0.0,12.0,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,388.0,504.0,77.0,7446.0,2451.0,150.0,174.0,86.2,173.0,206.0,84.0,51.0,91.0,56.0,0,0.1,0.3,4.0,30.0,6.0,1.0,40.0,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,504.0,453.0,50.0,13.0,0.0,5.0,20,21.0,4.0,3.0,0.0,1.0,388.0,1.0,12.0,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,9.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,19.0,9,10.0,9.0,0.0,9.0,22.0,40.9,13.0,9.0,3.0,6.0,12,31,22.0,0.0,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,49.0,628.0,67.0,218.0,299.0,119.0,17.0,627.0,27.0,9.0,33.3,18.0,66.7,323.0,2128.0,1146.0,17.0,9.0,4.0,16.0,10.0,383.0,39.0,Match Report,2021-02-24,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Home,W,1.0,0.0,Lorient,2,0,0,10,13,1,20,12,9,0.0,0.0,0,60.0,14.0,11.0,56.0,Match Report
2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,1,8,4,50.0,0.13,0.25,18.7,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,13.0,30.0,43.3,50.0,3.0,46.0,36.5,11.0,63.6,43.8,14.0,0.0,0.0,0.0,14.0,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,432.0,557.0,77.6,7699.0,2863.0,194.0,213.0,91.1,174.0,218.0,79.8,51.0,99.0,51.5,1,0.6,0.3,8.0,29.0,4.0,0.0,28.0,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,557.0,483.0,74.0,27.0,0.0,3.0,9,33.0,1.0,0.0,0.0,0.0,432.0,0.0,6.0,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,12.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,19.0,14,12.0,6.0,1.0,8.0,19.0,42.1,11.0,9.0,3.0,6.0,24,43,17.0,0.0,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,60.0,686.0,68.0,274.0,309.0,114.0,11.0,686.0,22.0,13.0,59.1,9.0,40.9,454.0,1819.0,719.0,11.0,9.0,0.0,22.0,17.0,430.0,28.0,Match Report,2021-02-28,15:00 (06:00),Ligue 1,Matchweek 27,Sun,Home,D,1.0,1.0,Nantes,2,1,1,16,24,0,9,24,14,0.0,0.0,0,50.0,17.0,26.0,39.5,Match Report
2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,1,22,7,31.8,0.05,0.14,15.8,0.0,0,0,2.4,2.4,0.12,-1.4,-1.4,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,4,2,2,50.0,0,1.1,-0.9,0,0,0,0,13.0,24.0,54.2,35.0,5.0,45.7,35.4,10.0,80.0,49.3,6.0,0.0,0.0,0.0,11.0,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,418.0,524.0,79.8,7184.0,2806.0,177.0,201.0,88.1,165.0,189.0,87.3,48.0,88.0,54.5,0,1.6,1.5,17.0,19.0,12.0,4.0,46.0,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,524.0,468.0,55.0,16.0,1.0,4.0,23,20.0,6.0,2.0,1.0,0.0,418.0,1.0,6.0,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,40.0,26.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,8.0,6,4.0,3.0,1.0,4.0,13.0,30.8,9.0,10.0,1.0,9.0,17,25,10.0,1.0,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,46.0,618.0,63.0,189.0,272.0,161.0,29.0,618.0,19.0,16.0,84.2,3.0,15.8,366.0,1752.0,899.0,20.0,13.0,7.0,13.0,15.0,416.0,45.0,Match Report,2021-03-03,19:00 (10:00),Ligue 1,Matchweek 28,Wed,Away,L,1.0,2.0,Nice,3,0,0,8,14,1,23,17,6,0.0,0.0,0,43.0,12.0,11.0,52.2,Match Report
2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,1,12,6,50.0,0.08,0.17,20.9,1.0,0,0,1.6,1.6,0.13,-0.6,-0.6,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,5,1,4,80.0,0,0.9,-0.1,0,0,0,0,8.0,26.0,30.8,31.0,1.0,64.5,44.9,10.0,60.0,42.8,30.0,0.0,0.0,0.0,,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,199.0,319.0,62.4,3646.0,1802.0,74.0,105.0,70.5,76.0,101.0,75.2,31.0,78.0,39.7,1,1.5,1.1,9.0,18.0,5.0,1.0,15.0,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,319.0,254.0,64.0,23.0,0.0,0.0,14,24.0,5.0,1.0,2.0,1.0,199.0,1.0,6.0,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,22.0,14.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,22.0,17,11.0,8.0,3.0,10.0,16.0,62.5,6.0,8.0,1.0,7.0,10,32,37.0,1.0,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,39.0,450.0,79.0,198.0,165.0,91.0,14.0,450.0,9.0,6.0,66.7,3.0,33.3,196.0,1016.0,613.0,13.0,7.0,4.0,20.0,10.0,197.0,15.0,Match Report,2021-03-14,13:00 (05:00),Ligue 1,Matchweek 29,Sun,Home,D,1.0,1.0,Montpellier,2,0,0,11,16,1,14,10,17,0.0,0.0,0,47.0,14.0,29.0,32.6,Match Report
2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,2,10,4,40.0,0.2,0.5,18.6,0.0,0,0,0.9,0.9,0.09,1.1,1.1,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,11.0,31.0,35.5,31.0,3.0,80.6,49.5,8.0,75.0,54.5,29.0,2.0,6.9,0.0,9.5,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,207.0,308.0,67.2,3867.0,2035.0,92.0,114.0,80.7,68.0,94.0,72.3,31.0,71.0,43.7,2,0.8,0.3,9.0,15.0,6.0,0.0,25.0,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,308.0,262.0,46.0,22.0,1.0,4.0,5,14.0,0.0,0.0,0.0,0.0,207.0,0.0,5.0,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,15.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,19.0,8,15.0,3.0,1.0,14.0,24.0,58.3,10.0,14.0,5.0,9.0,12,31,35.0,0.0,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,28.0,456.0,74.0,213.0,159.0,92.0,13.0,456.0,15.0,9.0,60.0,6.0,40.0,220.0,1290.0,671.0,13.0,10.0,6.0,21.0,5.0,204.0,25.0,Match Report,2021-03-21,17:05 (09:05),Ligue 1,Matchweek 30,Sun,Away,W,2.0,1.0,Lille,0,0,0,10,19,0,5,12,8,0.0,0.0,0,57.0,15.0,20.0,42.9,Match Report
2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,0,13,2,15.4,0.0,0.0,19.6,2.0,0,1,1.7,0.9,0.07,-1.7,-0.9,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,5,2,3,60.0,0,1.1,-0.9,0,0,0,0,6.0,14.0,42.9,37.0,8.0,27.0,29.8,6.0,66.7,39.0,16.0,1.0,6.3,1.0,17.7,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,377.0,482.0,78.2,7297.0,2608.0,121.0,146.0,82.9,197.0,230.0,85.7,47.0,83.0,56.6,0,0.7,0.7,8.0,25.0,9.0,1.0,43.0,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,482.0,413.0,67.0,17.0,0.0,3.0,12,36.0,5.0,2.0,1.0,1.0,377.0,2.0,5.0,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,21.0,10.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,22.0,12,7.0,13.0,2.0,12.0,21.0,57.1,9.0,15.0,3.0,12.0,8,30,17.0,0.0,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,53.0,610.0,57.0,226.0,277.0,112.0,25.0,609.0,17.0,11.0,64.7,6.0,35.3,377.0,2093.0,1119.0,15.0,7.0,4.0,28.0,17.0,375.0,42.0,Match Report,2021-04-04,17:05 (08:05),Ligue 1,Matchweek 31,Sun,Home,L,0.0,2.0,Saint-Étienne,5,0,0,12,19,2,12,8,12,1.0,0.0,0,40.0,16.0,19.0,45.7,Match Report
2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,1,5,3,60.0,0.2,0.33,13.1,0.0,0,0,0.9,0.9,0.19,0.1,0.1,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,4,1,3,75.0,0,1.8,0.8,0,0,0,0,10.0,35.0,28.6,33.0,3.0,60.6,43.5,18.0,83.3,53.2,26.0,1.0,3.8,1.0,10.8,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,225.0,336.0,67.0,4235.0,2012.0,102.0,129.0,79.1,85.0,110.0,77.3,33.0,78.0,42.3,1,0.9,0.6,4.0,16.0,2.0,0.0,14.0,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,336.0,278.0,56.0,16.0,1.0,0.0,7,18.0,2.0,0.0,2.0,0.0,225.0,2.0,8.0,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,9.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,10.0,5,8.0,2.0,0.0,7.0,22.0,31.8,15.0,17.0,9.0,8.0,13,23,37.0,2.0,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,37.0,475.0,105.0,239.0,156.0,84.0,14.0,475.0,14.0,6.0,42.9,8.0,57.1,205.0,888.0,391.0,9.0,5.0,4.0,27.0,6.0,224.0,13.0,Match Report,2021-04-11,15:00 (06:00),Ligue 1,Matchweek 32,Sun,Away,D,1.0,1.0,Brest,1,0,0,16,14,2,7,13,5,0.0,0.0,0,53.0,18.0,32.0,36.0,Match Report
