For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,For Nîmes_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,For Nîmes_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,1,13,6,46.2,0.08,0.17,19.0,1,0,0,1.3,1.3,0.10,-0.3,-0.3,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,3,10,30.0,22,6,31.8,33.8,3,100.0,59.0,9,1,11.1,2,20.3,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,358,489,73.2,6427,2389,168,194,86.6,139,178,78.1,44,87,50.6,1,1.1,0.6,8,27,5,1,42,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,489,428,58,16,3,5,32,30,7,3,3,1,358,3,6,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,22,16,1,3,0,2,0,1,1,0,0,0,0,0,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,17,10,9,8,0,6,16,37.5,10,12,7,5,13,30,16,0,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,52,620,44,151,297,175,18,620,20,13,65.0,7,35.0,341,1923,1034,20,14,6,22,8,355,41,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Home,D,1,1,Saint-Étienne,1,0,0,6,14,3,32,13,10,0,0,0,59,31,18,63.3,Match Report
2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,4,11,6,54.5,0.36,0.67,18.6,3,0,0,2.2,2.2,0.21,+1.8,+1.8,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,7,0,7,100.0,1,1.9,+1.9,0,0,0,0,8,24,33.3,20,4,75.0,49.1,10,90.0,58.1,22,2,9.1,2,18.0,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,145,255,56.9,2894,1617,70,99,70.7,45,71,63.4,28,74,37.8,1,0.4,0.1,3,15,1,0,18,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,255,204,49,9,0,4,10,26,3,1,2,0,145,2,9,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,16,7,1,3,1,3,1,5,2,0,1,1,1,0,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,25,15,13,10,2,5,19,26.3,14,13,6,7,14,39,41,0,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,29,387,73,204,131,58,12,387,17,11,64.7,6,35.3,136,954,519,11,5,5,11,15,141,16,Match Report,2018-11-03,20:00 (12:00),Ligue 1,Matchweek 12,Sat,Away,W,4,0,Dijon,0,0,0,13,11,2,10,14,15,0,0,0,51,25,23,52.1,Match Report
2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,0,7,2,28.6,0.00,0.00,24.1,1,0,1,1.1,0.3,0.05,-1.1,-0.3,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,8,1,7,87.5,0,2.2,+1.2,0,0,0,0,3,21,14.3,14,2,71.4,47.9,12,91.7,58.3,18,0,0.0,0,9.0,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,202,302,66.9,3417,1467,112,122,91.8,55,78,70.5,25,73,34.2,0,0.1,0.2,3,17,2,1,19,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,302,242,60,15,1,7,12,27,4,0,3,0,202,0,11,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,11,6,1,1,0,2,1,0,0,0,0,0,0,0,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,23,14,13,8,2,9,20,45.0,11,6,1,5,6,29,28,0,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,31,419,56,168,147,117,10,418,32,16,50.0,16,50.0,175,1299,578,13,17,5,18,11,200,19,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,L,0,1,Nice,4,2,1,11,16,0,12,6,14,1,0,0,57,12,15,44.4,Match Report
2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,1,14,3,21.4,0.07,0.33,17.8,0,0,0,1.0,1.0,0.07,0.0,0.0,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,4,0,4,100.0,1,0.4,+0.4,0,0,0,0,5,24,20.8,16,4,75.0,48.1,12,100.0,61.0,26,1,3.8,0,7.5,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,246,356,69.1,3941,1777,136,155,87.7,70,99,70.7,24,71,33.8,1,0.9,0.4,12,17,3,1,24,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,356,291,63,12,0,3,17,30,8,2,6,0,246,2,9,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,26,16,4,2,3,1,0,2,0,1,0,1,0,0,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,14,9,11,3,0,4,19,21.1,15,17,3,14,8,22,33,0,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,35,507,63,189,210,116,14,507,19,10,52.6,9,47.4,234,1429,797,22,14,8,27,11,246,24,Match Report,2018-11-24,20:00 (11:00),Ligue 1,Matchweek 14,Sat,Away,W,1,0,Strasbourg,1,0,0,8,12,2,17,8,9,0,0,0,50,18,23,43.9,Match Report
2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,1,,,,,,,,0,0,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,,,,,,,,,,,,,,0,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Home,D,1 (4),1 (2),Saint-Étienne,1,0,0,,,,,,,,,0,,,,,Match Report
2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,3,13,7,53.8,0.23,0.43,15.1,0,0,0,1.8,1.8,0.14,+1.2,+1.2,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,1,0,1,100.0,1,0.6,+0.6,0,0,0,0,5,15,33.3,26,1,38.5,34.8,5,100.0,58.8,7,0,0.0,4,26.5,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,364,488,74.6,5859,2217,185,223,83.0,137,167,82.0,26,70,37.1,2,1.4,1.1,9,26,10,4,42,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,488,430,57,12,0,2,21,34,5,2,1,1,364,1,9,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,22,17,1,1,3,0,0,5,4,0,0,1,0,0,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,19,9,14,3,2,8,19,42.1,11,10,4,6,8,27,20,0,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,52,601,41,195,259,155,25,601,21,12,57.1,9,42.9,341,1979,1130,32,18,7,15,19,363,42,Match Report,2018-12-01,20:00 (11:00),Ligue 1,Matchweek 15,Sat,Home,W,3,0,Amiens,1,0,0,10,12,1,21,8,9,0,0,0,70,15,24,38.5,Match Report
2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,2,23,7,30.4,0.09,0.29,17.9,2,0,0,3.0,3.0,0.13,-1.0,-1.0,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,3,1,2,66.7,0,0.3,-0.7,0,0,0,0,10,25,40.0,30,4,66.7,47.5,6,83.3,58.0,10,2,20.0,0,6.0,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,371,483,76.8,6960,2775,167,198,84.3,134,163,82.2,59,98,60.2,2,2.8,1.9,18,27,13,2,45,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,483,421,60,16,5,8,17,30,6,1,4,1,371,2,9,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,40,25,5,3,2,4,1,4,1,1,1,0,1,0,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,13,5,4,7,2,6,14,42.9,8,8,2,6,15,28,18,0,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,54,598,35,139,288,174,29,598,19,10,52.6,9,47.4,251,1510,839,19,19,5,9,8,369,45,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,W,2,1,Caen,3,0,0,14,19,2,17,15,5,0,0,0,47,18,20,47.4,Match Report
2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,2,17,6,35.3,0.12,0.33,20.0,2,0,0,1.0,1.0,0.06,+1.0,+1.0,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,6,3,3,50.0,0,1.5,-1.5,0,0,0,0,2,4,50.0,8,0,50.0,35.4,2,0.0,28.5,5,0,0.0,2,33.0,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,442,547,80.8,8347,2924,185,222,83.3,187,218,85.8,58,79,73.4,1,0.8,1.1,13,67,10,5,77,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,547,490,56,11,2,7,32,33,6,3,3,0,442,1,11,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,30,19,4,2,2,3,0,2,0,1,0,1,0,0,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,14,7,5,6,3,8,21,38.1,13,6,1,5,7,21,4,0,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,67,643,14,100,305,245,29,643,15,8,53.3,7,46.7,310,2028,1191,23,13,6,13,7,441,77,Match Report,2018-12-16,15:00 (06:00),Ligue 1,Matchweek 18,Sun,Home,L,2,3,Lille,3,0,0,21,11,1,32,7,7,0,0,0,57,12,16,42.9,Match Report
2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,1,,,,,,,,0,0,,,,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,,2,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,,,,,,,,,,,,,,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,,,,,,,,,,,,,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,,,,,,,,,,,,,,0,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-12-19,21:05 (12:05),Coupe de la Ligue,Round of 16,Wed,Away,L,1,2,Le Havre,4,0,0,,,,,,,,,0,,,,,Match Report
2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,0,18,6,33.3,0.00,0.00,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,7,4,3,42.9,0,3.1,-0.9,0,0,0,0,3,6,50.0,20,7,10.0,22.5,5,80.0,53.4,5,0,0.0,0,3.0,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,399,504,79.2,6491,2430,215,239,90.0,139,167,83.2,38,67,56.7,0,0.6,0.7,13,30,5,2,43,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,504,443,60,15,0,1,26,28,7,4,2,0,399,1,15,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,30,22,3,3,0,1,1,0,0,0,0,0,0,0,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,16,9,9,6,1,7,20,35.0,13,10,2,8,6,22,7,1,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,54,616,41,132,328,163,20,616,24,15,62.5,9,37.5,350,1830,1033,25,9,6,18,5,396,43,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,0,4,Rennes,2,0,0,13,11,1,26,6,9,0,0,0,50,7,19,26.9,Match Report
2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,0,0,0,,,,,,0,0,,,,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,2,3,0,0.0,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,,,,,,,0,,,,,,,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,,,,,,,,,,,,,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,,0,,,,,,,,,,,0,0,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-01-05,15:00 (06:00),Coupe de France,Round of 64,Sat,Away,L,0,3,Lyon-Duchère,2,0,0,0,0,0,0,0,0,0,0,0,,,,,Match Report
2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,1,11,2,18.2,0.09,0.50,21.7,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,3,0,3,100.0,1,0.5,+0.5,0,0,0,0,7,13,53.8,22,3,50.0,39.0,6,33.3,35.3,9,0,0.0,2,25.0,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,349,474,73.6,6344,2577,160,193,82.9,142,170,83.5,39,81,48.1,1,0.8,1.1,8,26,7,2,44,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,474,419,52,9,1,3,19,31,5,2,3,0,349,3,11,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,18,12,2,2,0,2,0,2,2,0,0,0,0,0,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,11,7,6,5,0,1,8,12.5,7,12,5,7,14,25,21,0,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,57,588,41,156,295,142,19,588,17,10,58.8,7,41.2,320,2062,1154,16,13,3,18,8,347,43,Match Report,2019-01-16,19:00 (10:00),Ligue 1,Matchweek 17,Wed,Home,W,1,0,Nantes,1,0,0,13,11,3,19,14,7,0,0,0,60,30,20,60.0,Match Report
2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,0,18,6,33.3,0.00,0.00,19.2,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,4,1,3,75.0,0,0.6,-0.4,0,0,0,0,3,17,17.6,21,7,47.6,38.9,8,87.5,52.6,9,0,0.0,0,4.0,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,355,482,73.7,6027,2175,165,191,86.4,124,154,80.5,42,83,50.6,0,0.7,0.7,11,28,7,1,41,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,482,412,69,11,0,5,35,40,8,1,6,0,355,1,19,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,34,18,4,4,5,3,0,0,0,0,0,0,0,0,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,20,9,13,3,4,12,24,50.0,12,7,3,4,5,25,11,0,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,57,581,31,142,233,210,24,581,22,17,77.3,5,22.7,353,2096,1232,30,18,10,19,15,351,40,Match Report,2019-01-19,20:00 (11:00),Ligue 1,Matchweek 21,Sat,Home,L,0,1,Toulouse,3,0,0,17,12,1,35,5,9,0,0,0,51,12,24,33.3,Match Report
2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,3,16,6,37.5,0.19,0.50,16.1,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,4,1,3,100.0,0,1.6,+0.6,1,1,0,0,5,15,33.3,21,4,47.6,35.6,6,83.3,55.0,13,1,7.7,0,12.3,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,327,431,75.9,5232,2246,178,196,90.8,110,135,81.5,28,67,41.8,3,1.5,1.0,13,30,5,2,33,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,431,386,43,11,2,2,24,15,9,6,3,0,327,2,14,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,25,15,4,2,4,0,0,5,2,1,1,1,0,0,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,27,12,14,11,2,10,13,76.9,3,8,3,5,9,36,20,0,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,47,559,36,150,291,123,23,559,13,10,76.9,3,23.1,312,1674,963,27,7,8,20,11,324,32,Match Report,2019-01-23,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Home,W,3,1,Angers,1,0,0,12,9,2,24,9,12,0,1,0,69,16,17,48.5,Match Report
2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,0,14,7,50.0,0.00,0.00,23.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,7,2,5,71.4,0,2.5,+0.5,0,0,0,0,4,9,44.4,16,4,37.5,30.7,5,60.0,45.4,11,0,0.0,0,9.5,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,300,390,76.9,4959,1957,156,181,86.2,109,135,80.7,24,50,48.0,0,0.7,0.4,11,25,3,1,33,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,390,342,45,12,1,3,17,21,4,2,2,0,300,3,3,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,23,16,3,2,1,1,0,0,0,0,0,0,0,0,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,26,13,7,15,4,12,37,32.4,25,10,5,5,16,42,17,1,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,36,540,52,150,277,120,12,540,12,7,58.3,5,41.7,283,1598,811,15,18,4,26,17,297,33,Match Report,2019-01-26,20:00 (11:00),Ligue 1,Matchweek 22,Sat,Away,L,0,2,Nice,3,0,0,13,9,3,17,16,13,0,0,0,63,6,13,31.6,Match Report
