For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,For Leganés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,For Leganés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,0,,,,,,,,0,0,,,,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,,2,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,,,,,,,,,,,,,,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,,,,,,,,,,,,,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,,,,,,,,,,,,,,0,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-02-07,21:30 (12:30),Copa del Rey,Semi-finals,Wed,Away,L,0,2,Sevilla,1,0,0,,,,,,,,,0,,,,,Match Report
2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,0,2,0,0.0,0.00,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,6,1,5,83.3,0,0.7,-0.3,0,0,0,0,15,33,45.5,28,2,82.1,52.0,10,100.0,68.1,31,0,0.0,0,13.0,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,223,374,59.6,4288,2157,112,152,73.7,63,96,65.6,40,94,42.6,0,0.1,0.3,1,18,4,1,29,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,374,317,51,7,1,6,17,31,1,1,0,0,223,6,9,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,3,2,0,0,0,0,1,0,0,0,0,0,0,0,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,8,6,6,2,0,3,13,23.1,10,11,1,10,21,29,46,0,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,44,503,75,224,193,90,6,503,20,11,55.0,9,45.0,187,1100,571,11,7,1,19,8,219,28,Match Report,2018-02-10,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,0,1,Eibar,4,1,1,14,6,6,17,21,6,0,0,0,70,26,34,43.3,Match Report
2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,0,10,5,50.0,0.00,0.00,24.6,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,5,3,2,60.0,0,2.3,-0.7,1,1,0,0,3,15,20.0,13,2,69.2,46.0,6,100.0,64.3,15,1,6.7,2,18.0,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,298,419,71.1,5623,2093,121,147,82.3,134,165,81.2,38,87,43.7,0,0.4,0.4,9,19,2,2,23,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,419,355,60,11,0,5,17,35,4,2,2,0,298,4,9,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,16,10,3,0,1,1,1,0,0,0,0,0,0,0,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,11,8,6,4,1,6,15,40.0,9,4,0,4,15,26,25,0,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,49,511,45,169,251,99,6,511,15,5,33.3,10,66.7,250,1318,583,13,7,2,11,6,294,23,Match Report,2018-02-16,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,L,0,3,Girona,5,0,0,10,11,4,17,15,8,0,1,0,54,18,30,37.5,Match Report
2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,1,7,3,42.9,0.14,0.33,12.3,0,0,0,1.2,1.2,0.22,-0.2,-0.2,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,7,3,4,71.4,0,3.5,+0.5,1,1,0,0,7,18,38.9,23,5,52.2,43.2,6,100.0,64.5,10,0,0.0,1,34.0,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,346,457,75.7,5928,2354,183,208,88.0,102,127,80.3,46,85,54.1,0,0.7,1.1,6,27,2,0,36,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,457,413,41,9,0,3,14,16,6,3,3,0,346,3,12,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,13,6,3,0,2,1,1,1,0,0,0,1,0,0,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,24,14,11,11,2,13,33,39.4,20,5,2,3,22,46,11,0,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,40,554,48,189,250,121,13,554,20,11,55.0,9,45.0,306,1251,630,10,13,2,19,15,344,35,Match Report,2018-02-21,18:45 (09:45),La Liga,Matchweek 16,Wed,Home,L,1,3,Real Madrid,3,0,0,18,7,3,14,22,14,0,1,0,73,10,13,43.5,Match Report
2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,0,12,2,16.7,0.00,0.00,15.2,0,0,0,1.7,1.7,0.14,-1.7,-1.7,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,0,0,0,,1,0.0,0.0,0,0,0,0,9,24,37.5,20,1,90.0,54.0,6,100.0,64.0,12,1,8.3,4,20.8,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,215,334,64.4,4358,2018,100,133,75.2,72,94,76.6,40,96,41.7,0,1.5,1.3,10,26,6,4,28,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,334,273,58,21,6,3,20,24,6,2,4,0,215,3,7,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,21,15,1,1,0,1,3,0,0,0,0,0,0,0,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,17,12,10,5,2,5,11,45.5,6,8,1,7,21,38,18,0,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,44,446,33,134,192,127,19,446,14,7,50.0,7,50.0,205,1063,570,9,9,3,23,6,213,27,Match Report,2018-02-24,18:30 (09:30),La Liga,Matchweek 25,Sat,Home,D,0,0,Las Palmas,4,0,0,22,16,3,20,21,12,0,0,0,60,24,18,57.1,Match Report
2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,0,9,2,22.2,0.00,0.00,17.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,8,4,4,50.0,0,3.1,-0.9,0,0,0,0,2,14,14.3,22,5,40.9,39.0,5,100.0,64.0,9,0,0.0,0,12.0,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,310,404,76.7,5039,1499,163,185,88.1,112,131,85.5,29,65,44.6,0,0.7,0.7,6,17,5,2,18,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,404,362,42,13,0,5,12,18,1,0,1,0,310,0,8,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,17,13,1,1,1,1,0,0,0,0,0,0,0,0,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,17,12,7,9,1,7,20,35.0,13,12,2,10,15,32,18,0,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,35,510,55,176,252,91,10,510,24,17,70.8,7,29.2,335,1851,975,17,11,2,10,18,307,16,Match Report,2018-02-28,21:30 (12:30),La Liga,Matchweek 26,Wed,Away,L,0,4,Atlético Madrid,3,0,0,10,10,0,12,15,12,0,0,0,61,5,11,31.3,Match Report
2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,2,10,3,30.0,0.20,0.67,21.3,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,1,0,1,100.0,1,0.3,+0.3,0,0,0,0,6,20,30.0,20,1,75.0,46.7,5,100.0,66.8,13,0,0.0,2,18.0,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,394,533,73.9,7530,2830,185,223,83.0,149,179,83.2,56,115,48.7,2,0.9,0.5,7,45,3,1,56,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,533,472,57,14,2,6,27,31,6,2,3,0,394,4,5,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,15,11,1,1,0,0,2,4,3,0,1,0,0,0,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,21,13,10,10,1,10,13,76.9,3,8,0,8,14,35,19,0,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,60,647,39,177,320,161,8,647,35,18,51.4,17,48.6,359,2004,1046,24,13,5,15,16,389,56,Match Report,2018-03-03,18:30 (09:30),La Liga,Matchweek 27,Sat,Home,W,2,0,Málaga,1,0,0,11,14,4,27,14,13,0,0,0,81,29,24,54.7,Match Report
For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,0,12,1,8.3,0.00,0.00,14.5,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,5,2,3,60.0,0,1.4,-0.6,0,0,0,0,10,24,41.7,19,1,73.7,46.5,10,100.0,64.4,16,1,6.3,0,4.3,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,350,479,73.1,6888,2606,151,173,87.3,150,196,76.5,48,89,53.9,0,0.9,0.9,10,27,8,6,39,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,479,414,59,14,0,8,33,26,6,2,4,0,350,6,11,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,19,17,1,1,0,0,0,0,0,0,0,0,0,0,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,14,11,2,9,3,7,12,58.3,5,10,1,9,13,27,17,1,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,56,584,51,169,277,150,18,584,20,15,75.0,5,25.0,329,1680,800,20,13,2,18,7,348,39,Match Report,2018-03-11,20:45 (12:45),La Liga,Matchweek 28,Sun,Away,L,0,2,Athletic Club,5,0,0,14,11,6,33,13,11,0,0,0,65,31,34,47.7,Match Report
2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,2,11,5,45.5,0.18,0.40,18.7,0,0,0,1.3,1.3,0.12,+0.7,+0.7,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,4,1,3,75.0,0,0.9,-0.1,0,0,0,0,4,23,17.4,20,2,80.0,51.5,7,100.0,66.1,15,1,6.7,0,3.0,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,235,348,67.5,4511,1907,93,117,79.5,108,133,81.2,30,81,37.0,2,1.2,0.8,7,22,4,2,38,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,348,295,52,15,1,4,25,23,5,0,4,0,235,1,15,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,17,10,3,0,2,0,2,4,3,1,0,0,0,0,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,17,11,10,2,5,7,15,46.7,8,10,2,8,20,37,24,0,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,35,457,47,175,179,116,14,457,9,7,77.8,2,22.2,245,1463,779,20,14,1,18,16,234,38,Match Report,2018-03-18,12:00 (04:00),La Liga,Matchweek 29,Sun,Home,W,2,1,Sevilla,2,0,0,14,11,1,25,20,11,0,0,0,58,12,19,38.7,Match Report
2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,0,8,1,12.5,0.00,0.00,19.4,1,0,0,0.8,0.8,0.10,-0.8,-0.8,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,1,1,0,0.0,0,0.3,-0.7,0,0,0,0,8,22,36.4,24,6,62.5,47.3,7,100.0,63.3,5,0,0.0,0,14.0,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,372,484,76.9,6830,2630,186,210,88.6,121,147,82.3,53,97,54.6,0,0.7,1.0,5,22,7,2,39,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,484,422,60,19,0,9,26,27,5,0,5,0,372,2,11,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,14,10,1,1,0,2,0,0,0,0,0,0,0,0,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,18,11,8,5,5,12,19,63.2,7,7,1,6,17,35,13,0,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,49,567,42,141,280,156,21,567,12,7,58.3,5,41.7,366,1629,758,16,15,6,12,10,372,39,Match Report,2018-04-01,16:15 (07:15),La Liga,Matchweek 30,Sun,Home,L,0,1,Valencia,3,0,0,14,16,2,26,17,11,0,0,0,48,19,12,61.3,Match Report
2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,1,11,1,9.1,0.09,1.00,17.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,6,3,3,50.0,0,2.6,-0.4,0,0,0,0,7,21,33.3,19,2,63.2,53.0,9,100.0,64.7,3,0,0.0,0,16.5,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,242,338,71.6,4329,1973,137,154,89.0,68,99,68.7,34,69,49.3,1,0.6,0.6,10,17,7,5,21,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,338,289,45,17,1,8,17,12,3,1,2,0,242,4,6,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,20,17,1,2,0,0,0,2,2,0,0,0,0,0,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,20,11,10,9,1,14,32,43.8,18,16,2,14,30,50,14,0,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,32,464,57,158,226,91,17,464,21,12,57.1,9,42.9,255,1517,700,19,14,3,15,11,240,21,Match Report,2018-04-07,20:45 (11:45),La Liga,Matchweek 31,Sat,Away,L,1,3,Barcelona,4,0,0,12,14,4,17,30,11,0,0,0,64,10,15,40.0,Match Report
2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,1,19,7,36.8,0.05,0.14,16.4,0,0,0,1.9,1.9,0.10,-0.9,-0.9,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,2,0,2,100.0,1,0.5,+0.5,0,0,0,0,7,26,26.9,26,2,76.9,55.7,6,100.0,65.0,6,1,16.7,1,17.3,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,207,335,61.8,4009,1814,91,123,74.0,82,113,72.6,32,83,38.6,1,1.7,1.2,14,18,5,1,23,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,335,271,61,22,3,4,26,24,8,3,3,1,207,3,8,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,33,12,9,5,4,3,0,2,1,0,1,0,0,0,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,7,4,2,3,2,3,10,30.0,7,6,1,5,23,30,13,0,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,41,428,27,133,173,131,20,428,15,10,66.7,5,33.3,197,1196,594,16,13,5,12,7,205,23,Match Report,2018-04-14,18:30 (09:30),La Liga,Matchweek 32,Sat,Home,W,1,0,Celta Vigo,3,0,0,22,17,3,26,23,4,0,0,0,46,21,28,42.9,Match Report
