For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,4,,,,,,,,0,0,,,,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,,,,,,,,,,,,,,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,,,,,,,,,,,,,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,,,,,,,,,,,,,,0,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-01-03,19:00 (10:00),Copa del Rey,Round of 16,Wed,Away,W,4,0,Lleida,0,0,0,,,,,,,,,0,,,,,Match Report
2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,2,10,5,50.0,0.20,0.40,19.8,2,0,0,1.4,1.4,0.14,+0.6,+0.6,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,5,0,5,100.0,1,0.5,+0.5,0,0,0,0,6,18,33.3,27,5,51.9,39.9,4,100.0,72.3,5,0,0.0,0,,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,527,637,82.7,9008,3094,257,278,92.4,206,243,84.8,50,90,55.6,2,1.0,0.4,7,49,6,1,40,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,637,594,40,14,0,1,11,16,5,2,1,0,527,3,11,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,20,11,2,2,0,4,1,4,4,0,0,0,0,0,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,21,16,8,7,6,13,21,61.9,8,13,4,9,11,32,14,0,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,61,732,55,200,406,134,16,732,24,18,75.0,6,25.0,447,2108,1079,17,14,4,8,21,525,40,Match Report,2018-01-06,13:00 (04:00),La Liga,Matchweek 18,Sat,Home,W,2,0,Getafe,7,1,1,11,16,3,11,11,16,0,0,0,74,7,5,58.3,Match Report
2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,3,,,,,,,,0,0,,,,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,,,,,,,,,,,,,,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,,,,,,,,,,,,,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,,,,,,,,,,,,,,0,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-01-09,19:30 (10:30),Copa del Rey,Round of 16,Tue,Home,W,3,0,Lleida,0,0,0,,,,,,,,,0,,,,,Match Report
2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,1,7,3,42.9,0.14,0.33,13.3,0,0,0,1.6,1.6,0.22,-0.6,-0.6,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,3,0,3,100.0,1,0.2,+0.2,0,0,0,0,7,31,22.6,25,0,84.0,61.2,10,100.0,65.5,28,1,3.6,0,8.0,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,182,334,54.5,3473,1902,82,114,71.9,65,106,61.3,28,93,30.1,1,1.6,0.7,7,18,5,1,22,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,334,281,48,12,2,0,6,24,1,0,1,0,182,5,7,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,13,13,0,0,0,0,0,2,2,0,0,0,0,0,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,15,9,8,6,1,11,17,64.7,6,10,4,6,21,36,42,0,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,34,479,77,241,173,68,14,479,16,8,50.0,8,50.0,162,738,322,8,5,4,22,7,180,22,Match Report,2018-01-13,18:30 (09:30),La Liga,Matchweek 19,Sat,Away,W,1,0,Eibar,1,0,0,9,10,5,6,21,9,0,0,0,52,22,23,48.9,Match Report
2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,1,,,,,,,,0,0,,,,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,,2,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,,,,,,,,,,,,,,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,,,,,,,,,,,,,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,,,,,,,,,,,,,,0,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-01-17,19:00 (10:00),Copa del Rey,Quarter-finals,Wed,Home,L,1,2,Sevilla,1,0,0,,,,,,,,,0,,,,,Match Report
2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,1,9,4,44.4,0.11,0.25,18.3,1,0,0,1.5,1.5,0.17,-0.5,-0.5,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,3,1,2,66.7,0,1.3,+0.3,0,0,0,0,2,13,15.4,16,3,75.0,45.8,3,33.3,43.7,9,2,22.2,2,20.3,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,463,571,81.1,7569,2679,239,263,90.9,162,188,86.2,42,85,49.4,1,1.4,1.3,4,37,12,1,48,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,571,526,40,14,4,2,14,19,2,2,0,0,463,5,8,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,14,9,1,1,0,3,0,2,2,0,0,0,0,0,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,27,23,9,15,3,12,18,66.7,6,12,1,11,14,41,15,0,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,54,675,39,158,372,159,28,675,17,11,64.7,6,35.3,333,1981,986,22,14,7,11,15,462,48,Match Report,2018-01-20,16:15 (07:15),La Liga,Matchweek 20,Sat,Home,D,1,1,Girona,4,0,0,13,15,5,14,14,23,0,0,0,59,19,17,52.8,Match Report
2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,1,,,,,,,,0,0,,,,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,,3,,,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,,,,,,,,,,,,,,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,,,,,,,,,,,,,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,,,,,,,,,,,,,,0,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-01-23,21:30 (12:30),Copa del Rey,Quarter-finals,Tue,Away,L,1,3,Sevilla,4,0,0,,,,,,,,,0,,,,,Match Report
2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,3,18,6,33.3,0.17,0.50,18.0,1,0,0,2.8,2.8,0.16,+0.2,+0.2,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,1,0,1,100.0,1,0.0,0.0,0,0,0,0,7,17,41.2,18,1,61.1,45.6,8,75.0,50.3,10,0,0.0,0,8.0,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,329,439,74.9,5787,2678,163,193,84.5,122,147,83.0,35,73,47.9,3,2.7,1.2,15,29,6,1,30,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,439,393,40,11,3,3,10,16,4,0,4,0,329,6,10,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,34,23,3,5,0,2,1,6,4,0,1,0,0,1,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,37,24,17,18,2,12,28,42.9,16,9,4,5,15,52,22,0,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,45,567,56,181,293,97,23,567,18,12,66.7,6,33.3,341,1549,774,22,11,10,15,4,327,30,Match Report,2018-01-28,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,W,3,0,Las Palmas,1,0,0,17,9,6,10,15,24,0,0,0,67,17,16,51.5,Match Report
2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,1,14,4,28.6,0.07,0.25,21.3,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,0,0,0,,1,0.0,0.0,0,0,0,0,0,9,0.0,10,1,40.0,39.7,5,100.0,66.2,10,0,0.0,0,12.0,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,471,566,83.2,7078,2404,285,306,93.1,112,132,84.8,50,88,56.8,1,0.6,0.8,13,34,9,3,50,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,566,521,43,4,3,2,23,24,9,2,4,0,471,2,10,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,26,21,1,3,0,0,1,2,2,0,0,0,0,0,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,34,24,12,20,2,8,15,53.3,7,14,3,11,10,44,16,0,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,49,677,28,156,307,223,24,677,16,6,37.5,10,62.5,347,1923,903,26,26,5,9,16,470,50,Match Report,2018-02-04,20:45 (11:45),La Liga,Matchweek 22,Sun,Home,W,1,0,Valencia,1,0,0,18,4,2,23,10,24,0,0,0,50,9,13,40.9,Match Report
2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,1,5,1,20.0,0.20,1.00,17.5,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,3,0,3,100.0,1,0.9,+0.9,0,0,0,0,5,26,19.2,21,3,71.4,47.6,11,100.0,55.6,21,2,9.5,0,6.3,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,341,480,71.0,5313,2021,196,226,86.7,95,128,74.2,34,91,37.4,0,0.3,0.4,2,20,1,0,20,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,480,418,59,23,0,5,13,21,3,2,1,0,341,3,6,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,7,1,3,0,1,2,0,1,0,0,0,1,0,0,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,25,16,9,15,1,8,21,38.1,13,12,1,11,13,38,52,0,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,52,605,60,212,293,111,12,605,12,7,58.3,5,41.7,292,1269,649,10,6,3,12,12,339,20,Match Report,2018-02-10,16:15 (07:15),La Liga,Matchweek 23,Sat,Away,W,1,0,Málaga,2,0,0,19,21,3,13,13,16,0,0,0,64,32,25,56.1,Match Report
For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,4,20,10,50.0,0.20,0.40,18.6,1,0,0,2.7,2.7,0.14,+1.3,+1.3,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,4,1,3,75.0,0,1.6,+0.6,0,0,0,0,2,9,22.2,18,3,33.3,35.1,5,60.0,40.6,5,0,0.0,0,7.0,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,610,702,86.9,9133,2802,339,366,92.6,177,201,88.1,55,77,71.4,4,2.0,1.1,15,42,12,1,53,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,702,657,42,15,2,11,5,17,3,0,0,0,610,3,6,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,32,25,1,4,1,1,0,4,4,0,0,0,0,0,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,16,9,8,7,1,10,25,40.0,15,10,4,6,14,30,16,0,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,59,805,46,201,370,237,28,805,18,11,61.1,7,38.9,458,2530,1295,30,22,8,10,7,607,53,Match Report,2018-02-15,21:05 (12:05),Europa Lg,Round of 32,Thu,Away,W,4,1,dk FC Copenhagen,1,0,0,9,13,3,5,14,9,0,0,0,53,8,10,44.4,Match Report
2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,2,14,4,28.6,0.14,0.50,16.7,1,0,0,1.4,1.4,0.10,+0.6,+0.6,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,0,0,0,,1,0.0,0.0,0,0,0,0,6,10,60.0,14,3,35.7,34.1,7,71.4,49.9,9,0,0.0,0,15.0,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,475,590,80.5,8277,3041,231,265,87.2,179,218,82.1,51,76,67.1,2,1.1,1.0,12,31,9,1,53,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,590,538,50,12,1,7,16,25,5,0,3,0,475,2,10,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,25,14,6,1,1,2,1,4,3,0,0,0,0,1,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,25,17,9,12,4,6,14,42.9,8,17,1,16,16,41,13,0,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,58,715,46,173,348,200,32,715,33,20,60.6,13,39.4,427,2388,1120,27,28,6,12,20,474,53,Match Report,2018-02-18,16:15 (07:15),La Liga,Matchweek 24,Sun,Home,W,2,0,Athletic Club,3,0,0,6,11,2,16,16,17,0,0,0,72,16,14,53.3,Match Report
