For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,1,14,3,21.4,0.00,0.00,18.4,1,1,1,1.6,0.8,0.06,-0.6,-0.8,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,6,17,35.3,13,2,61.5,42.0,10,90.0,60.4,16,0,0.0,0,12.5,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,326,424,76.9,5375,2110,171,197,86.8,100,125,80.0,36,64,56.3,0,0.7,1.1,10,27,6,3,30,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,424,388,36,10,1,4,22,12,2,0,2,0,326,0,11,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,26,20,3,0,2,1,0,1,1,0,0,0,0,0,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,16,11,6,6,4,5,12,41.7,7,6,3,3,14,30,18,1,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,44,513,52,146,234,136,23,512,13,10,76.9,3,23.1,233,1583,991,19,13,6,5,4,323,30,Match Report,2019-10-19,16:00 (07:00),La Liga,Matchweek 9,Sat,Home,D,1,1,Valencia,2,0,0,18,11,0,22,14,11,0,0,0,56,17,16,51.5,Match Report
2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,1,6,2,33.3,0.17,0.50,18.3,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,1,0,1,100.0,1,0.3,+0.3,0,0,0,0,9,18,50.0,21,2,52.4,35.0,7,100.0,59.3,16,0,0.0,1,19.0,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,342,454,75.3,6124,2309,137,172,79.7,131,151,86.8,46,78,59.0,1,0.7,0.6,5,20,7,3,28,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,454,405,47,11,2,5,10,26,2,1,1,0,342,2,6,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,12,9,1,1,0,1,0,2,2,0,0,0,0,0,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,13,9,4,6,3,2,18,11.1,16,15,6,9,12,25,28,0,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,40,584,63,174,306,109,12,584,18,8,44.4,10,55.6,281,1709,665,13,11,1,22,12,341,28,Match Report,2019-10-22,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,1,0,0,12,10,2,10,12,9,0,0,0,61,14,11,56.0,Match Report
2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,2,9,2,22.2,0.22,1.00,15.5,1,0,0,1.5,1.5,0.17,+0.5,+0.5,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,2,0,2,100.0,1,0.8,+0.8,0,0,0,0,8,16,50.0,11,0,54.5,41.9,10,100.0,64.8,19,1,5.3,0,8.0,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,323,414,78.0,5046,2247,164,180,91.1,89,114,78.1,34,71,47.9,2,1.4,0.9,7,23,4,0,26,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,414,368,43,7,1,5,17,18,7,2,2,0,323,3,4,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,15,8,4,1,1,1,0,4,3,0,1,0,0,0,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,17,9,6,5,6,8,17,47.1,9,13,2,11,8,25,22,0,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,45,519,47,152,247,121,15,519,11,9,81.8,2,18.2,293,1303,578,16,13,4,12,6,321,26,Match Report,2019-10-26,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,2,0,Athletic Club,2,0,0,14,8,3,17,8,9,0,0,0,55,7,22,24.1,Match Report
2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,1,9,3,33.3,0.11,0.33,17.7,0,0,0,1.7,1.7,0.20,-0.7,-0.7,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,3,1,2,66.7,0,1.1,+0.1,0,0,0,0,8,24,33.3,26,4,69.2,47.2,8,75.0,49.0,14,0,0.0,0,,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,287,401,71.6,5290,2123,118,144,81.9,105,133,78.9,42,90,46.7,1,1.4,0.7,6,20,4,0,22,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,401,342,56,24,2,4,11,21,1,0,1,0,287,3,3,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,16,14,0,1,0,0,1,2,2,0,0,0,0,0,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,19,11,6,11,2,7,16,43.8,9,12,3,9,12,31,20,0,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,52,499,52,163,238,101,13,499,10,5,50.0,5,50.0,253,1177,474,11,8,3,13,16,281,22,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Away,D,1,1,Alavés,3,0,0,16,23,3,11,12,11,0,0,0,38,18,22,45.0,Match Report
2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,1,13,3,23.1,0.08,0.33,16.6,0,0,1,2.8,2.0,0.17,-1.8,-1.0,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,4,1,3,75.0,0,0.4,-0.6,0,0,0,0,7,21,33.3,22,5,63.6,43.7,7,100.0,63.4,15,1,6.7,1,20.0,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,327,441,74.1,5193,1940,171,196,87.2,106,144,73.6,31,68,45.6,1,1.3,1.0,9,22,7,2,36,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,441,386,50,12,2,3,11,26,3,0,3,0,327,5,5,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,23,16,2,2,2,1,0,2,2,0,0,0,0,0,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,22,15,13,7,2,10,26,38.5,16,8,3,5,7,29,20,1,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,45,546,52,157,264,131,29,545,20,13,65.0,7,35.0,293,1556,942,14,10,5,13,6,327,36,Match Report,2019-11-02,18:30 (10:30),La Liga,Matchweek 12,Sat,Away,D,1,1,Sevilla,3,0,0,16,12,5,11,7,15,1,0,0,48,19,18,51.4,Match Report
2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,1,13,8,61.5,0.08,0.13,17.1,1,0,0,2.0,2.0,0.16,-1.0,-1.0,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,3,2,2,33.3,0,1.4,+0.4,0,0,0,0,7,15,46.7,20,1,45.0,37.0,7,85.7,51.6,18,0,0.0,1,13.5,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,399,519,76.9,6963,2746,186,220,84.5,150,188,79.8,46,70,65.7,1,1.5,1.5,9,38,12,0,55,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,519,467,49,17,5,4,20,19,3,0,1,0,399,3,10,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,23,18,2,2,0,1,0,2,2,0,0,0,0,0,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,18,9,7,5,6,9,17,52.9,8,8,4,4,12,30,20,3,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,48,630,58,130,284,217,24,630,15,9,60.0,6,40.0,349,1708,894,10,15,1,13,13,396,55,Match Report,2019-11-06,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,2,0,0,7,18,3,20,12,9,0,0,1,53,29,18,61.7,Match Report
2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,3,18,5,27.8,0.17,0.60,17.6,0,0,0,2.7,2.7,0.16,+0.3,+0.3,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,1,1,0,0.0,0,0.4,-0.6,0,0,0,0,9,20,45.0,13,0,84.6,47.6,10,90.0,60.4,14,0,0.0,0,,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,342,469,72.9,5291,2419,188,225,83.6,97,125,77.6,30,69,43.5,3,2.9,1.6,16,25,12,0,41,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,469,402,65,16,3,3,19,28,9,7,2,0,342,2,13,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,36,30,2,3,0,0,1,6,6,0,0,0,0,0,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,16,8,5,10,1,3,8,37.5,5,14,5,9,12,28,24,0,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,50,602,40,157,260,191,30,602,20,16,80.0,4,20.0,283,1491,724,21,16,6,19,12,341,41,Match Report,2019-11-10,16:00 (07:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Espanyol,2,0,0,12,15,2,19,12,8,0,0,0,48,30,14,68.2,Match Report
2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,1,17,6,35.3,0.06,0.17,14.7,0,0,0,2.3,2.3,0.14,-1.3,-1.3,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,2,8,25.0,14,1,50.0,39.3,2,50.0,42.0,7,0,0.0,0,16.0,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,413,538,76.8,6217,2271,234,255,91.8,108,140,77.1,36,78,46.2,1,2.0,1.5,13,21,14,1,46,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,538,476,56,16,3,7,21,28,8,4,4,0,413,6,15,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,31,22,4,0,4,1,0,2,2,0,0,0,0,0,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,14,7,7,6,1,8,17,47.1,9,6,4,2,8,22,11,0,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,60,636,30,114,313,212,37,636,17,10,58.8,7,41.2,371,1515,755,20,21,4,11,12,409,46,Match Report,2019-11-23,18:30 (09:30),La Liga,Matchweek 14,Sat,Away,D,1,1,Granada,3,0,0,17,13,6,21,8,7,0,0,0,56,29,14,67.4,Match Report
2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,0,15,2,13.3,0.00,0.00,19.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,2,1,1,50.0,0,0.3,-0.7,0,0,0,0,4,12,33.3,11,1,63.6,44.5,7,71.4,49.4,11,0,0.0,0,4.0,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,362,484,74.8,6052,2277,195,222,87.8,130,161,80.7,32,74,43.2,0,0.5,1.2,10,37,14,1,53,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,484,432,51,14,0,3,25,22,6,0,5,0,362,1,12,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,28,22,1,1,2,0,2,0,0,0,0,0,0,0,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,19,11,8,9,2,11,22,50.0,11,12,1,11,11,30,19,0,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,42,592,43,141,256,204,22,592,12,8,66.7,4,33.3,390,1719,848,15,26,4,16,6,359,52,Match Report,2019-11-26,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,4,0,0,14,11,1,25,11,11,0,0,0,57,19,16,54.3,Match Report
2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,0,17,2,11.8,0.00,0.00,14.7,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,5,1,4,80.0,0,1.1,+0.1,0,0,0,0,5,13,38.5,15,3,53.3,42.1,6,83.3,53.0,5,1,20.0,1,14.0,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,283,385,73.5,4469,2056,134,160,83.8,86,112,76.8,31,64,48.4,0,0.9,1.2,10,19,8,3,28,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,385,331,52,12,2,2,30,23,9,3,5,0,283,2,6,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,29,19,2,0,5,1,2,0,0,0,0,0,0,0,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,19,10,12,5,2,7,21,33.3,14,15,5,10,15,34,14,1,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,35,500,51,156,208,142,29,500,17,8,47.1,9,52.9,241,1189,667,16,6,4,18,7,282,28,Match Report,2019-12-01,21:00 (12:00),La Liga,Matchweek 15,Sun,Home,L,0,1,Barcelona,4,0,0,12,11,2,30,15,10,0,0,0,45,14,18,43.8,Match Report
2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,0,18,3,16.7,0.00,0.00,18.0,1,0,0,1.6,1.6,0.09,-1.6,-1.6,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,3,0,3,100.0,1,0.3,+0.3,0,0,0,0,5,18,27.8,19,4,57.9,41.1,7,100.0,60.4,22,1,4.5,0,10.0,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,387,507,76.3,6169,2514,181,215,84.2,135,164,82.3,36,71,50.7,0,1.3,1.4,12,23,11,2,38,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,507,460,44,9,2,5,17,21,6,5,1,0,387,3,8,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,34,25,2,1,3,2,1,0,0,0,0,0,0,0,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,19,10,7,8,4,7,22,31.8,15,17,9,8,9,28,23,0,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,47,623,61,194,281,154,30,623,16,9,56.3,7,43.8,360,1717,860,16,14,5,11,9,385,38,Match Report,2019-12-06,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Villarreal,1,0,0,11,10,3,17,9,10,0,0,0,60,29,23,55.8,Match Report
2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,2,21,4,19.0,0.05,0.25,22.6,0,1,2,3.2,1.6,0.08,-1.2,-0.6,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,1,0,1,100.0,1,0.0,0.0,0,0,0,0,2,6,33.3,11,4,36.4,32.4,3,66.7,48.7,5,0,0.0,1,30.0,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,612,716,85.5,9200,2904,317,344,92.2,204,232,87.9,45,71,63.4,1,1.5,1.1,18,47,10,3,71,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,716,662,50,13,4,3,28,28,5,0,2,0,612,4,11,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,43,33,3,4,1,1,1,3,2,1,0,0,0,0,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,18,11,6,10,2,4,8,50.0,4,10,2,8,5,23,4,0,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,67,811,27,117,460,239,27,809,23,17,73.9,6,26.1,502,2515,1226,27,25,12,15,13,606,70,Match Report,2019-12-11,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,1,0,0,13,12,4,28,5,11,1,0,0,63,19,15,55.9,Match Report
2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,2,19,9,47.4,0.11,0.22,15.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,3,0,3,100.0,1,0.5,+0.5,0,0,0,0,8,24,33.3,18,2,77.8,46.9,10,100.0,61.3,19,0,0.0,1,22.0,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,304,428,71.0,4849,2046,164,200,82.0,98,123,79.7,25,73,34.2,2,1.9,1.1,15,22,9,2,29,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,428,387,35,9,1,1,14,9,6,2,2,0,304,6,2,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,32,22,2,3,3,2,0,4,1,1,1,0,1,0,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,13,8,4,7,2,6,18,33.3,12,12,4,8,15,28,17,3,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,47,555,49,143,310,107,30,555,16,10,62.5,6,37.5,266,1378,803,20,15,5,17,7,303,29,Match Report,2019-12-14,21:00 (12:00),La Liga,Matchweek 17,Sat,Home,W,2,0,Osasuna,1,0,0,16,9,6,14,15,8,0,0,0,57,28,25,52.8,Match Report
2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,2,8,5,62.5,0.25,0.40,13.2,0,0,0,1.6,1.6,0.20,+0.4,+0.4,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,2,1,1,50.0,0,0.8,-0.2,0,0,0,0,7,18,38.9,13,1,69.2,45.0,11,90.9,53.4,14,0,0.0,2,25.5,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,232,321,72.3,4083,1645,105,118,89.0,79,104,76.0,32,68,47.1,1,1.1,1.5,6,14,3,1,19,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,321,276,43,13,1,5,16,14,3,2,1,0,232,2,6,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,13,8,2,1,0,2,0,3,2,0,1,0,0,0,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,21,15,9,11,1,10,28,35.7,18,15,5,10,8,29,25,0,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,33,435,57,134,211,95,16,435,12,8,66.7,4,33.3,193,1108,556,12,15,5,14,9,230,19,Match Report,2019-12-22,16:00 (07:00),La Liga,Matchweek 18,Sun,Away,W,2,1,Betis,3,0,0,14,11,2,16,8,15,0,0,0,47,24,10,70.6,Match Report
