For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,3,14,6,42.9,0.21,0.50,15.1,0,0,0,2.3,2.3,0.17,+0.7,+0.7,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,5,1,4,80.0,0,1.2,+0.2,0,0,0,0,3,20,15.0,20,2,70.0,48.2,7,85.7,53.1,16,0,0.0,3,15.6,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,239,364,65.7,4229,1876,108,140,77.1,98,123,79.7,25,71,35.2,3,2.0,1.6,11,13,6,0,31,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,364,316,47,10,1,2,12,23,5,2,3,0,239,1,15,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,22,13,5,0,1,1,2,6,3,2,0,0,0,1,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,18,10,8,10,0,5,8,62.5,3,19,8,11,14,32,14,2,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,38,490,48,151,229,124,29,490,13,10,76.9,3,23.1,233,1727,1113,31,22,9,18,9,234,30,Match Report,2018-12-22,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Away,W,3,1,Stuttgart,5,0,0,18,9,1,12,14,10,0,0,0,59,20,18,52.6,Match Report
2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,2,19,4,21.1,0.05,0.25,17.3,0,1,1,2.6,1.9,0.10,-0.6,-0.9,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,5,1,4,80.0,0,1.9,+0.9,0,0,0,0,6,13,46.2,18,1,38.9,35.9,7,85.7,53.1,17,0,0.0,0,8.0,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,327,440,74.3,5599,2348,162,187,86.6,131,156,84.0,27,65,41.5,1,1.7,1.3,16,21,7,3,30,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,440,403,37,4,0,3,19,20,4,0,4,0,327,0,18,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,36,30,2,1,1,2,0,3,2,0,0,0,1,0,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,22,13,7,9,6,5,21,23.8,16,20,3,17,10,32,16,1,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,45,576,50,175,271,145,28,575,24,16,66.7,8,33.3,295,1808,1087,37,23,7,18,12,324,30,Match Report,2019-01-20,18:00 (09:00),Bundesliga,Matchweek 18,Sun,Home,W,2,1,Wolfsburg,1,0,0,12,5,0,19,10,13,1,0,0,72,19,9,67.9,Match Report
2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,2,13,6,46.2,0.15,0.33,18.8,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,4,2,2,50.0,0,1.7,-0.3,0,0,0,0,5,16,31.3,22,2,54.5,41.7,4,100.0,51.8,13,3,23.1,0,8.2,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,365,472,77.3,6449,2171,176,202,87.1,138,161,85.7,44,80,55.0,2,1.3,0.9,12,20,7,1,30,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,472,417,55,19,0,5,20,23,6,0,6,0,365,0,18,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,26,19,2,3,1,1,0,4,4,0,0,0,0,0,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,12,7,7,5,0,3,8,37.5,5,15,6,9,8,20,28,0,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,53,603,63,165,334,107,21,603,12,8,66.7,4,33.3,323,1995,866,18,13,6,21,10,358,29,Match Report,2019-01-25,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,D,2,2,Hertha BSC,1,0,0,10,15,0,20,8,7,0,0,0,53,22,19,53.7,Match Report
2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,0,10,1,10.0,0.00,0.00,19.7,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,9,2,7,50.0,0,2.6,-0.7,0,0,0,0,9,14,64.3,23,4,39.1,33.0,8,62.5,42.0,11,0,0.0,0,6.5,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,310,378,82.0,6035,2166,118,133,88.7,150,163,92.0,40,63,63.5,0,0.6,0.4,8,23,2,1,24,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,378,335,40,12,0,2,10,16,1,0,1,0,310,3,9,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,19,11,2,2,0,3,1,0,0,0,0,0,0,0,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,11,4,4,7,0,6,24,25.0,18,10,1,9,12,23,18,1,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,39,477,59,165,236,85,10,477,17,9,52.9,8,47.1,282,1862,1033,18,15,3,11,8,306,23,Match Report,2019-02-02,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Home,L,0,2,Gladbach,1,1,0,10,8,3,10,12,4,0,0,0,37,12,10,54.5,Match Report
2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,4,17,8,47.1,0.24,0.50,,,0,0,,,,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,5,1,4,80.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,,,,,,,12,,,,,,,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,,,,,,,,,,,,,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,,14,,,,,,,,,,,10,0,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,50,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-02-06,20:45 (11:45),DFB-Pokal,Round of 16,Wed,Home,W,4,1,Düsseldorf,2,0,0,7,11,2,12,10,14,,,0,,,,,Match Report
2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,1,7,4,57.1,0.14,0.25,14.4,0,0,0,1.5,1.5,0.22,-0.5,-0.5,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,4,3,2,25.0,0,1.7,-0.3,0,0,0,0,6,22,27.3,24,6,45.8,37.2,12,91.7,55.4,14,0,0.0,2,16.0,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,251,326,77.0,5007,1788,100,118,84.7,112,125,89.6,36,67,53.7,1,0.8,0.5,6,15,2,1,16,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,326,283,41,11,1,6,10,12,2,0,2,0,251,2,8,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,11,5,2,1,2,1,0,1,1,0,0,0,0,0,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,22,11,18,1,3,11,29,37.9,18,25,4,21,12,34,26,2,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,31,447,83,217,176,61,7,447,12,9,75.0,3,25.0,220,1558,726,7,8,1,13,11,251,16,Match Report,2019-02-09,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,L,1,3,Bayern Munich,2,0,0,11,8,2,10,12,11,0,0,1,39,10,13,43.5,Match Report
2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,0,12,2,16.7,0.00,0.00,21.6,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,3,0,3,100.0,1,0.9,+0.9,0,0,0,0,9,16,56.3,26,2,50.0,39.7,6,50.0,40.8,13,0,0.0,4,28.3,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,353,434,81.3,6784,2370,126,145,86.9,170,189,89.9,48,78,61.5,0,0.5,0.8,10,29,3,0,29,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,434,386,46,14,0,1,11,21,4,1,3,0,353,2,7,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,24,12,4,3,0,4,1,0,0,0,0,0,0,0,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,12,10,6,6,0,5,17,29.4,12,13,5,8,13,25,17,0,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,45,543,54,169,289,95,17,543,18,12,66.7,6,33.3,294,1688,881,17,16,3,16,13,346,28,Match Report,2019-02-16,15:30 (06:30),Bundesliga,Matchweek 22,Sat,Home,D,0,0,Freiburg,0,1,0,10,13,2,11,13,10,0,0,0,52,25,16,61.0,Match Report
2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,2,5,0,0.0,0.00,,27.3,0,2,2,1.8,0.2,0.05,+0.2,-0.2,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,6,3,3,50.0,0,2.2,-0.8,0,0,0,0,11,19,57.9,20,2,50.0,36.6,11,81.8,50.5,11,0,0.0,0,10.3,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,251,342,73.4,4941,1902,98,123,79.7,108,125,86.4,40,70,57.1,0,0.2,0.4,4,13,7,0,22,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,342,306,34,7,0,3,9,10,2,0,2,0,251,2,9,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,12,8,0,0,1,2,1,3,0,0,0,1,2,0,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,22,14,16,6,0,6,22,27.3,16,14,7,7,12,34,25,2,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,34,437,76,181,194,68,10,435,13,9,69.2,4,30.8,218,1351,680,15,10,1,10,10,248,22,Match Report,2019-02-20,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,L,2,3,eng Manchester City,3,0,0,11,7,2,9,12,14,1,0,0,48,22,15,59.5,Match Report
2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,0,10,3,30.0,0.00,0.00,18.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,6,3,3,50.0,0,2.4,-0.6,0,0,0,0,6,14,42.9,30,3,30.0,32.1,11,45.5,41.9,8,0,0.0,1,15.5,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,411,535,76.8,7757,2841,158,191,82.7,173,201,86.1,61,95,64.2,0,0.5,0.8,8,19,2,0,40,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,535,471,62,15,2,4,15,29,3,0,3,0,411,2,18,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,17,11,2,0,1,3,0,0,0,0,0,0,0,0,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,25,14,12,10,3,13,25,52.0,12,16,7,9,16,41,18,0,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,59,663,66,222,335,112,16,663,9,3,33.3,6,66.7,351,1980,930,17,15,4,25,12,406,40,Match Report,2019-02-23,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,0,3,Mainz 05,2,0,0,15,10,2,15,16,14,0,0,0,55,19,18,51.4,Match Report
2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,0,7,2,28.6,0.00,0.00,17.2,1,0,0,0.7,0.7,0.10,-0.7,-0.7,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,5,4,1,40.0,0,3.2,-0.8,1,1,0,0,5,14,35.7,17,3,35.3,33.8,10,80.0,56.4,7,0,0.0,3,42.3,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,338,454,74.4,6637,2599,134,166,80.7,143,177,80.8,56,92,60.9,0,0.6,0.9,6,33,5,1,51,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,454,396,57,17,0,4,8,24,1,1,0,0,338,1,8,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,13,7,2,0,1,3,0,0,0,0,0,0,0,0,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,23,20,7,13,3,10,19,52.6,9,12,3,9,6,29,8,0,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,54,552,45,126,317,114,13,552,19,14,73.7,5,26.3,291,1714,917,18,17,2,14,16,332,51,Match Report,2019-03-02,15:30 (06:30),Bundesliga,Matchweek 24,Sat,Home,L,0,4,Düsseldorf,4,0,0,17,16,1,8,6,20,0,1,0,63,21,23,47.7,Match Report
2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,2,14,8,57.1,0.14,0.25,13.9,1,0,0,1.4,1.4,0.10,+0.6,+0.6,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,7,4,3,57.1,0,3.9,-0.1,1,1,0,0,14,25,56.0,22,0,77.3,50.0,10,80.0,54.4,19,0,0.0,0,15.0,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,244,376,64.9,5391,2750,93,130,71.5,93,127,73.2,57,99,57.6,2,1.2,0.9,12,24,9,0,38,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,376,314,59,19,2,5,19,21,5,2,3,0,244,3,12,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,25,12,6,1,2,3,1,4,2,1,1,0,0,0,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,17,11,8,9,0,7,15,46.7,8,22,6,16,6,23,33,1,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,44,504,75,183,216,107,27,504,15,5,33.3,10,66.7,231,1036,448,7,5,2,9,8,243,38,Match Report,2019-03-08,20:30 (11:30),Bundesliga,Matchweek 25,Fri,Away,L,2,4,Werder Bremen,1,0,0,10,17,3,19,6,11,0,1,0,67,31,18,63.3,Match Report
For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,For Schalke 04,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
